0	0.000000e+00	0.000000e+00	2.000000e-02
1	2.000000e-02	1.999867e-02	2.000000e-02
2	4.000000e-02	3.998933e-02	2.000000e-02
3	6.000000e-02	5.996401e-02	2.000000e-02
4	8.000000e-02	7.991469e-02	2.000000e-02
5	1.000000e-01	9.983342e-02	2.000000e-02
6	1.200000e-01	1.197122e-01	2.000000e-02
7	1.400000e-01	1.395431e-01	2.000000e-02
8	1.600000e-01	1.593182e-01	2.000000e-02
9	1.800000e-01	1.790296e-01	2.000000e-02
10	2.000000e-01	1.986693e-01	2.000000e-02
11	2.200000e-01	2.182296e-01	2.000000e-02
12	2.400000e-01	2.377026e-01	2.000000e-02
13	2.600000e-01	2.570806e-01	2.000000e-02
14	2.800000e-01	2.763556e-01	2.000000e-02
15	3.000000e-01	2.955202e-01	2.000000e-02
16	3.200000e-01	3.145666e-01	2.000000e-02
17	3.400000e-01	3.334871e-01	2.000000e-02
18	3.600000e-01	3.522742e-01	2.000000e-02
19	3.800000e-01	3.709205e-01	2.000000e-02
20	4.000000e-01	3.894183e-01	2.000000e-02
21	4.200000e-01	4.077605e-01	2.000000e-02
22	4.400000e-01	4.259395e-01	2.000000e-02
23	4.600000e-01	4.439481e-01	2.000000e-02
24	4.800000e-01	4.617792e-01	2.000000e-02
25	5.000000e-01	4.794255e-01	2.000000e-02
26	5.200000e-01	4.968801e-01	2.000000e-02
27	5.400000e-01	5.141360e-01	2.000000e-02
28	5.600000e-01	5.311862e-01	2.000000e-02
29	5.800000e-01	5.480239e-01	2.000000e-02
30	6.000000e-01	5.646425e-01	2.000000e-02
31	6.200000e-01	5.810352e-01	2.000000e-02
32	6.400000e-01	5.971954e-01	2.000000e-02
33	6.600000e-01	6.131169e-01	2.000000e-02
34	6.800000e-01	6.287930e-01	2.000000e-02
35	7.000000e-01	6.442177e-01	2.000000e-02
36	7.200000e-01	6.593847e-01	2.000000e-02
37	7.400000e-01	6.742879e-01	2.000000e-02
38	7.600000e-01	6.889214e-01	2.000000e-02
39	7.800000e-01	7.032794e-01	2.000000e-02
40	8.000000e-01	7.173561e-01	2.000000e-02
41	8.200000e-01	7.311458e-01	2.000000e-02
42	8.400000e-01	7.446431e-01	2.000000e-02
43	8.600000e-01	7.578426e-01	2.000000e-02
44	8.800000e-01	7.707389e-01	2.000000e-02
45	9.000000e-01	7.833269e-01	2.000000e-02
46	9.200000e-01	7.956016e-01	2.000000e-02
47	9.400000e-01	8.075581e-01	2.000000e-02
48	9.600000e-01	8.191916e-01	2.000000e-02
49	9.800000e-01	8.304974e-01	2.000000e-02
50	1.000000e+00	8.414710e-01	2.000000e-02
